system,metal,dope,bader,BaderOcc,Rel_Occ,d_EF,d_occ,up d-occ,down d-occ,dup-Ef,ddown-Ef,d-edge,d-fr ,d-fr up,d-fr down,t2g at fermi,eg at fermi,t2g up fermi,t2g dn fermi,eg up fermi,eg dwn fermi,t2g occ,eg occ,t2g up occ,t2g down occ,eg up occ,eg down occ,zc-occ,zc fermi,zc up fermi,zc dwn fermi,zc up occ,zc down occ,fwhm,d -3,d3 occ,d3up,d3dwn,d3upocc,d3dwnocc,d-band,up d-center,down d-center,Wd corr. Dband,t2g center,eg center,t2g-up center,t2g-down center,eg-up center,eg-down center,ZC center,zc up center,zc down center,zs,ebs,eas,eds,ed3s,d-center,up d-center,down d-center,Wd corr. Dband,t2g center,eg center,t2g-up center,t2g-down center,eg-up center,eg-down center,ZC center,zc up center,zc down center,ed,ea,eb,ez,Dd,Dwd,Ddup,Dddwn,Da,Db,Daup,Dadwn,Dbup,Dbdwn,Dz,Dzup,Dzdwn,Dd3,Dd3up,Dd3dwn,Dd,Dwd,Ddup,Dddwn,Da,Db,Daup,Dadwn,Dbup,Dbdwn,Dz,Dzup,Dzdwn,pc,poc,pf,y
3,1,3,1.092,6.908,-0.014,1.396,6.32,4.051,2.269,0.084,1.312,0.809,0.315,0.042,0.594,1.067,0.329,0.057,1.011,0.027,0.302,4.077,2.242,2.562,1.515,1.489,0.754,3.695,1.233,0.075,1.157,2.635,1.06,0.58,-1.322,4.732,-1.722,-0.58,3.073,1.659,-2.53,-2.748,-2.143,-1.209,-2.13,-3.258,-2.458,-1.579,-3.247,-3.28,-2.306,-2.477,-1.887,-2.558,-3.248,-2.356,-2.701,-1.663,-1.069,-1.914,-0.208,0.46,-1.095,-1.031,-1.938,-0.237,-1.88,-0.165,-1.056,-2.047,-0.043,-1.55,-1.531,-1.017,-1.91,-5.912,13.745,-2.116,-10.931,-3.725,-2.174,-1.322,-6.407,-0.792,-4.56,-3.499,-1.287,-24.608,-3.58,-1.785,-2.858,-2.5,-5.23,-1.47,-1.06,-1.91,-0.69,-1.04,-0.96,-0.46,-0.23,-1.6,-1.06,-0.56,-7.03,1.78,1.43,0.77
3,1,3,1.084,6.916,-0.021,1.357,6.327,4.03,2.297,0.093,1.264,3.128,0.318,0.049,0.593,1.033,0.324,0.066,0.967,0.027,0.297,4.092,2.235,2.547,1.545,1.483,0.752,3.707,1.19,0.084,1.106,2.619,1.088,0.63,-1.29,4.75,-1.682,-0.575,3.067,1.683,-2.504,-2.716,-2.136,-1.177,-2.101,-3.244,-2.424,-1.571,-3.217,-3.297,-2.271,-2.439,-1.867,-2.507,-3.218,-2.31,-2.663,-1.613,-1.053,-1.872,-0.219,0.476,-1.079,-1.015,-1.891,-0.253,-1.844,-0.17,-1.036,-1.996,-0.055,-1.506,-1.481,-0.983,-1.837,-6.008,13.291,-2.153,-10.475,-3.792,-2.201,-1.347,-6.104,-0.804,-4.427,-3.578,-1.312,-19.715,-3.682,-1.823,-2.925,-2.53,-5.38,-1.48,-1.08,-1.95,-0.69,-1.05,-0.98,-0.46,-0.23,-1.63,-1.07,-0.58,-7.14,1.78,1.41,0.75
3,1,3,0.991,7.009,-0.115,2.927,6.423,3.349,3.075,1.418,1.509,0.098,0.585,0.572,0.597,1.534,1.392,0.376,1.158,1.042,0.351,4.12,2.303,2.303,1.818,1.046,1.257,3.835,2.574,1.369,1.205,2.01,1.825,0.716,-0.672,5.03,-0.74,-0.597,2.631,2.399,-1.891,-1.924,-1.855,-0.507,-1.501,-2.587,-1.518,-1.479,-2.812,-2.4,-1.467,-1.495,-1.436,-1.47,-2.55,-1.505,-1.894,-0.679,-0.634,-0.752,-0.516,0.877,-0.641,-0.624,-0.839,-0.443,-0.624,-0.623,-0.583,-0.691,-0.475,-0.644,-0.688,-0.575,-0.593,-10.129,7.324,-4.454,-5.957,-6.425,-3.692,-2.745,-4.106,-1.675,-2.017,-6.578,-2.909,-3.844,-7.485,-3.553,-4.019,-3.4,-12.68,-1.74,-1.66,-2.75,-0.89,-1.52,-1.23,-0.37,-0.52,-2.61,-1.34,-1.27,-7.03,1.78,1.07,0.74
1,3,0,0.877,9.123,0.01,0.024,8.35,4.177,4.177,0.012,0.012,-0.89,0.144,0.144,0.144,0.024,0,0.012,0.012,0,0,4.632,3.721,2.316,2.316,1.861,1.861,5.45,0.024,0.012,0.012,2.723,2.723,0.806,-1.612,6.788,-1.612,-1.612,3.394,3.394,-2.5,-2.49,-2.49,-1.361,-2.751,-2.165,-2.751,-2.751,-2.165,-2.165,-1.76,-1.763,-1.763,-1.76,-2.165,-2.751,-2.5,-1.612,-1.935,-1.936,-1.934,-0.682,-1.869,-2.04,-1.87,-1.867,-2.04,-2.04,-1.55,-1.548,-1.545,-1.935,-1.869,-2.021,-1.55,-4.315,-12.243,-2.158,-2.16,-2.478,-1.824,-1.239,-1.24,-0.912,-0.912,-3.516,-1.759,-1.762,-4.21,-2.105,-2.105,-3.34,-6.13,-1.68,-1.68,-1.68,-1.72,-0.84,-0.84,-0.86,-0.86,-3.1,-1.54,-1.54,-7.11,1.76,0.48,0.87
1,3,0,0.86,9.14,-0.007,0.013,8.36,4.179,4.179,0.006,0.006,-0.785,0.182,0.182,0.182,0.013,0,0.006,0.006,0,0,4.638,3.72,2.319,2.319,1.86,1.86,5.45,0.013,0.006,0.006,2.726,2.726,0.532,-1.531,6.823,-1.531,-1.531,3.412,3.412,-2.4,-2.401,-2.401,-1.27,-2.66,-2.08,-2.658,-2.658,-2.081,-2.081,-1.67,-1.671,-1.671,-1.67,-2.08,-2.66,-2.4,-1.531,-1.843,-1.844,-1.842,-0.586,-1.778,-1.946,-1.778,-1.777,-1.947,-1.946,-1.45,-1.448,-1.446,-1.843,-1.778,-1.927,-1.45,-4.536,-14.266,-2.266,-2.269,-2.609,-1.912,-1.304,-1.305,-0.955,-0.956,-3.759,-1.883,-1.885,-4.456,-2.228,-2.228,-3.48,-6.58,-1.74,-1.74,-1.74,-1.79,-0.87,-0.87,-0.89,-0.89,-3.26,-1.63,-1.63,-7.11,1.76,0.22,0.86
1,3,0,0.826,9.174,-0.041,0.067,8.356,4.178,4.178,0.033,0.033,-0.622,0.245,0.245,0.245,0.067,0,0.033,0.033,0,0,4.635,3.721,2.317,2.317,1.861,1.861,5.45,0.067,0.033,0.033,2.725,2.725,0.481,-1.385,6.83,-1.385,-1.385,3.415,3.415,-2.25,-2.251,-2.251,-1.122,-2.51,-1.93,-2.509,-2.509,-1.93,-1.93,-1.52,-1.524,-1.524,-1.52,-1.93,-2.51,-2.25,-1.385,-1.685,-1.686,-1.684,-0.423,-1.623,-1.782,-1.624,-1.622,-1.783,-1.781,-1.28,-1.286,-1.283,-1.685,-1.623,-1.764,-1.28,-4.959,-19.754,-2.478,-2.481,-2.856,-2.088,-1.427,-1.428,-1.044,-1.045,-4.258,-2.119,-2.124,-4.931,-2.466,-2.466,-3.71,-7.45,-1.86,-1.86,-1.85,-1.93,-0.92,-0.92,-0.96,-0.96,-3.59,-1.79,-1.79,-6.87,1.77,1.4,0.9
1,3,0,0.863,9.137,-0.004,0.032,8.36,4.179,4.179,0.016,0.016,-0.78,0.178,0.178,0.178,0.032,0,0.016,0.016,0,0,4.635,3.722,2.318,2.318,1.861,1.861,5.45,0.032,0.016,0.016,2.725,2.725,0.601,-1.513,6.814,-1.513,-1.513,3.407,3.407,-2.39,-2.387,-2.387,-1.254,-2.65,-2.06,-2.647,-2.647,-2.063,-2.063,-1.66,-1.658,-1.658,-1.66,-2.06,-2.65,-2.39,-1.513,-1.816,-1.818,-1.814,-0.549,-1.757,-1.91,-1.759,-1.754,-1.911,-1.908,-1.42,-1.419,-1.412,-1.816,-1.757,-1.893,-1.42,-4.604,-15.228,-2.299,-2.304,-2.638,-1.949,-1.318,-1.322,-0.974,-0.975,-3.838,-1.92,-1.93,-4.504,-2.252,-2.252,-3.5,-6.67,-1.75,-1.75,-1.75,-1.81,-0.88,-0.88,-0.9,-0.9,-3.28,-1.64,-1.64,-7.08,1.77,0.68,1.22
1,3,0,0.82,9.18,-0.047,0.023,8.36,4.179,4.179,0.012,0.012,-0.747,0.202,0.202,0.202,0.023,0,0.012,0.012,0,0,4.637,3.721,2.319,2.319,1.861,1.86,5.45,0.023,0.012,0.012,2.726,2.726,0.485,-1.485,6.815,-1.485,-1.485,3.408,3.408,-2.35,-2.358,-2.358,-1.225,-2.615,-2.04,-2.615,-2.615,-2.036,-2.036,-1.63,-1.628,-1.628,-1.63,-2.04,-2.615,-2.35,-1.485,-1.786,-1.786,-1.785,-0.518,-1.726,-1.879,-1.727,-1.726,-1.88,-1.879,-1.38,-1.383,-1.381,-1.786,-1.726,-1.862,-1.38,-4.681,-16.139,-2.34,-2.341,-2.687,-1.98,-1.343,-1.344,-0.99,-0.99,-3.949,-1.971,-1.974,-4.59,-2.295,-2.295,-3.56,-6.82,-1.77,-1.77,-1.77,-1.82,-0.89,-0.89,-0.91,-0.91,-3.34,-1.67,-1.67,-7.08,1.77,0.5,0.87
1,3,0,0.81,9.19,-0.057,0.057,8.358,4.179,4.179,0.028,0.028,-0.646,0.235,0.235,0.235,0.057,0,0.028,0.028,0,0,4.636,3.722,2.318,2.318,1.861,1.861,5.45,0.057,0.028,0.028,2.726,2.726,0.767,-1.409,6.834,-1.409,-1.409,3.417,3.417,-2.28,-2.277,-2.277,-1.146,-2.53,-1.96,-2.535,-2.535,-1.956,-1.956,-1.55,-1.549,-1.549,-1.55,-1.96,-2.53,-2.28,-1.409,-1.699,-1.7,-1.698,-0.427,-1.644,-1.786,-1.644,-1.643,-1.786,-1.786,-1.29,-1.294,-1.291,-1.699,-1.644,-1.77,-1.29,-4.919,-19.574,-2.458,-2.461,-2.82,-2.084,-1.41,-1.411,-1.042,-1.042,-4.225,-2.107,-2.112,-4.851,-2.425,-2.425,-3.67,-7.29,-1.84,-1.84,-1.83,-1.9,-0.91,-0.91,-0.95,-0.95,-3.52,-1.76,-1.76,-6.92,1.77,1.39,0.89
1,3,0,0.879,9.121,0.012,0.035,8.357,4.179,4.179,0.018,0.018,-0.736,0.201,0.201,0.201,0.035,0,0.018,0.018,0,0,4.636,3.722,2.318,2.318,1.861,1.861,5.45,0.035,0.018,0.018,2.725,2.725,0.489,-1.477,6.813,-1.477,-1.477,3.407,3.407,-2.35,-2.352,-2.352,-1.219,-2.61,-2.03,-2.611,-2.611,-2.028,-2.028,-1.62,-1.622,-1.622,-1.62,-2.03,-2.61,-2.35,-1.477,-1.77,-1.771,-1.769,-0.495,-1.716,-1.855,-1.717,-1.715,-1.856,-1.854,-1.36,-1.365,-1.362,-1.77,-1.716,-1.84,-1.36,-4.721,-16.883,-2.36,-2.362,-2.702,-2.006,-1.35,-1.352,-1.003,-1.004,-4.007,-1.996,-2.001,-4.612,-2.306,-2.306,-3.56,-6.86,-1.78,-1.78,-1.78,-1.83,-0.89,-0.89,-0.92,-0.92,-3.36,-1.68,-1.68,-7.06,1.77,0.79,1.23
1,3,0,0.876,9.124,0.009,0.027,8.358,4.179,4.179,0.013,0.013,-0.721,0.204,0.204,0.204,0.027,0,0.013,0.013,0,0,4.637,3.721,2.318,2.318,1.861,1.861,5.45,0.027,0.013,0.013,2.726,2.726,0.491,-1.468,6.823,-1.468,-1.468,3.412,3.412,-2.34,-2.34,-2.34,-1.208,-2.6,-2.02,-2.599,-2.599,-2.019,-2.019,-1.61,-1.611,-1.611,-1.61,-2.02,-2.6,-2.34,-1.468,-1.755,-1.756,-1.755,-0.478,-1.704,-1.836,-1.705,-1.704,-1.837,-1.834,-1.35,-1.347,-1.344,-1.755,-1.704,-1.821,-1.35,-4.762,-17.485,-2.38,-2.381,-2.721,-2.027,-1.36,-1.36,-1.013,-1.015,-4.037,-2.024,-2.028,-4.647,-2.323,-2.323,-3.57,-6.92,-1.79,-1.79,-1.78,-1.84,-0.89,-0.89,-0.92,-0.92,-3.39,-1.69,-1.69,-7.06,1.77,0.72,0.87
1,3,1,0.858,9.142,-0.009,0.027,8.33,4.167,4.167,0.014,0.014,-0.866,0.197,0.197,0.197,0.027,0,0.014,0.014,0,0,4.613,3.72,2.307,2.307,1.86,1.86,5.441,0.027,0.014,0.014,2.72,2.72,0.82,-1.571,6.845,-1.571,-1.571,3.422,3.422,-2.389,-2.389,-2.389,-1.309,-2.64,-2.078,-2.64,-2.64,-2.078,-2.078,-1.69,-1.691,-1.691,-1.69,-2.078,-2.64,-2.389,-1.571,-1.862,-1.863,-1.86,-0.665,-1.804,-1.953,-1.806,-1.803,-1.954,-1.951,-1.48,-1.483,-1.478,-1.862,-1.804,-1.937,-1.48,-4.474,-12.526,-2.237,-2.24,-2.557,-1.905,-1.277,-1.28,-0.952,-0.953,-3.676,-1.834,-1.84,-4.357,-2.179,-2.179,-3.49,-6.36,-1.74,-1.74,-1.75,-1.79,-0.87,-0.87,-0.9,-0.9,-3.22,-1.61,-1.61,-7.07,1.77,0.34,0.83
1,3,1,0.848,9.152,-0.018,0.012,8.336,4.168,4.168,0.006,0.006,-0.791,0.237,0.237,0.237,0.012,0,0.006,0.006,0,0,4.617,3.719,2.309,2.309,1.859,1.859,5.448,0.012,0.006,0.006,2.724,2.72,0.534,-1.512,6.879,-1.512,-1.512,3.439,3.439,-2.231,-2.321,-2.321,-1.24,-2.567,-2.015,-2.567,-2.567,-2.015,-2.015,-1.62,-1.62,-1.62,-1.62,-2.015,-2.567,-2.231,-1.512,-1.792,-1.792,-1.791,-0.592,-1.736,-1.879,-1.736,-1.736,-1.88,-1.878,-1.4,-1.404,-1.402,-1.792,-1.736,-1.863,-1.4,-4.652,-14.081,-2.326,-2.327,-2.66,-1.979,-1.33,-1.33,-0.989,-0.99,-3.891,-1.94,-1.94,-4.549,-2.275,-2.275,-3.74,-6.72,-1.8,-1.8,-1.8,-1.85,-0.9,-0.9,-0.92,-0.92,-3.36,-1.68,-1.68,-7.08,1.77,0.12,0.81
1,3,1,0.852,9.148,-0.014,0.069,8.334,4.167,4.167,0.034,0.034,-0.6,0.286,0.286,0.286,0.069,0,0.034,0.034,0,0,4.613,3.72,2.307,2.307,1.86,1.86,5.444,0.069,0.034,0.034,2.722,2.722,0.465,-1.355,6.882,-1.355,-1.355,3.441,3.441,-2.16,-2.16,-2.16,-1.082,-2.409,-1.853,-2.408,-2.409,-1.853,-1.853,-1.46,-1.462,-1.462,-1.46,-1.853,-2.409,-2.16,-1.355,-1.625,-1.625,-1.625,-0.423,-1.572,-1.709,-1.573,-1.572,-1.708,-1.709,-1.24,-1.236,-1.235,-1.625,-1.572,-1.694,-1.24,-5.129,-19.702,-2.564,-2.564,-2.934,-2.177,-1.467,-1.468,-1.089,-1.088,-4.39,-2.202,-2.204,-5.081,-2.54,-2.54,-3.86,-7.7,-1.93,-1.93,-1.91,-2.01,-0.96,-0.96,-1,-1,-3.73,-1.86,-1.86,-6.83,1.77,1.07,0.86
1,3,1,0.853,9.147,-0.013,0.037,8.335,4.167,4.167,0.018,0.016,-0.765,0.178,0.178,0.178,0.037,0,0.018,0.018,0,0,4.614,3.721,2.307,2.307,1.86,1.86,5.443,0.037,0.018,0.018,2.722,2.722,0.601,-1.513,6.814,-1.513,-1.513,3.407,3.407,-2.291,-2.291,-2.291,-1.254,-2.541,-1.982,-2.541,-2.541,-1.982,-1.982,-1.59,-1.592,-1.592,-1.59,-1.982,-2.541,-2.291,-1.513,-1.816,-1.818,-1.814,-0.549,-1.757,-1.91,-1.759,-1.754,-1.911,-1.908,-1.42,-1.419,-1.412,-1.816,-1.757,-1.893,-1.42,-4.59,-15.182,-2.292,-2.297,-2.626,-1.948,-1.312,-1.315,-0.973,-0.975,-3.833,-1.918,-1.928,-4.504,-2.252,-2.252,-3.64,-6.65,-1.82,-1.82,-1.82,-1.88,-0.91,-0.91,-0.94,-0.94,-3.42,-1.71,-1.71,-7.05,1.77,0.49,0.82
1,3,1,0.872,9.129,0.005,0.021,8.336,4.168,4.168,0.01,0.01,-0.738,0.25,0.25,0.25,0.021,0,0.01,0.01,0,0,4.617,3.72,2.308,2.308,1.86,1.86,5.447,0.021,0.01,0.1,2.723,2.723,0.486,-1.464,6.869,-1.464,-1.464,3.434,3.434,-2.276,-2.276,-2.276,-1.195,-2.524,-1.969,-2.523,-2.524,-1.969,-1.969,-1.58,-1.576,-1.576,-1.58,-1.969,-2.524,-2.276,-1.464,-1.734,-1.735,-1.734,-0.524,-1.685,-1.811,-1.685,-1.685,-1.813,-1.81,-1.34,-1.34,-1.338,-1.734,-1.685,-1.797,-1.34,-4.807,-15.908,-2.402,-2.404,-2.74,-2.054,-1.37,-1.37,-1.026,-1.028,-4.065,-2.032,-2.035,-4.692,-2.346,-2.346,-3.66,-6.98,-1.83,-1.83,-1.83,-1.89,-0.91,-0.91,-0.94,-0.94,-3.45,-1.73,-1.73,-7.05,1.77,0.3,0.82
1,3,1,0.882,9.119,0.015,0.061,8.335,4.168,4.168,0.031,0.031,-0.641,0.276,0.276,0.276,0.031,0,0.031,0.031,0,0,4.615,3.721,2.307,2.307,1.86,1.86,5.445,0.061,0.031,0.031,2.723,2.723,0.772,-1.378,6.889,-1.378,-1.378,3.444,3.444,-2.184,-2.184,-2.184,-1.105,-2.423,-1.876,-2.432,-2.432,-1.876,-1.876,-1.49,-1.485,-1.485,-1.49,-1.876,-2.423,-2.184,-1.378,-1.63,-1.631,-1.628,-0.412,-1.59,-1.692,-1.59,-1.59,-1.694,-1.689,-1.23,-1.231,-1.227,-1.63,-1.59,-1.681,-1.23,-5.113,-20.231,-2.555,-2.56,-2.903,-2.199,-1.451,-1.451,-1.098,-1.101,-4.427,-2.212,-2.219,-4.999,-2.5,-2.5,-3.82,-7.55,-1.91,-1.91,-1.9,-1.98,-0.95,-0.95,-0.99,-0.99,-3.65,-1.83,-1.83,-6.89,1.77,1.07,0.85
1,3,1,0.865,9.135,-0.002,0.041,8.334,4.167,4.167,0.02,0.02,-0.71,0.257,0.257,0.257,0.041,0,0.02,0.02,0,0,4.614,3.72,2.307,2.307,1.86,1.86,5.443,0.041,0.02,0.02,2.722,2.722,0.489,-1.448,6.872,-1.448,-1.448,3.436,3.436,-2.259,-2.259,-2.259,-1.178,-2.508,-1.95,-2.508,-2.508,-1.95,-1.95,-1.56,-1.56,-1.56,-1.56,-1.95,-2.508,-2.259,-1.448,-1.708,-1.709,-1.7,-0.492,-1.665,-1.775,-1.666,-1.665,-1.776,-1.773,-1.31,-1.311,-1.308,-1.708,-1.665,-1.763,-1.31,-4.879,-16.939,-2.438,-2.451,-2.771,-2.096,-1.385,-1.386,-1.047,-1.049,-4.155,-2.076,-2.081,-4.745,-2.373,-2.373,-3.69,-7.07,-1.84,-1.84,-1.84,-1.91,-0.92,-0.92,-0.95,-0.95,-3.49,-1.74,-1.74,-7.03,1.78,0.57,0.83
1,3,1,0.862,9.138,-0.005,0.028,8.336,4.168,4.168,0.014,0.014,-0.722,0.254,0.254,0.254,0.028,0,0.014,0.014,0,0,4.616,3.72,2.308,2.308,1.86,1.86,5.446,0.028,0.014,0.014,2.723,2.723,0.476,-1.445,6.877,-1.445,-1.445,3.438,3.438,-2.256,-2.256,-2.256,-1.175,-2.504,-1.948,-2.504,-2.504,-1.948,-1.948,-1.56,-1.555,-1.555,-1.56,-1.948,-2.504,-2.256,-1.445,-1.7,-1.702,-1.699,-0.481,-1.661,-1.762,-1.661,-1.661,-1.764,-1.76,-1.3,-1.301,-1.298,-1.7,-1.661,-1.751,-1.3,-4.904,-17.331,-2.449,-2.453,-2.779,-2.111,-1.39,-1.39,-1.054,-1.057,-4.189,-2.093,-2.098,-4.758,-2.379,-2.379,-3.7,-7.1,-1.85,-1.85,-1.84,-1.91,-0.92,-0.92,-0.95,-0.95,-3.49,-1.75,-1.75,-7.03,1.78,0.45,0.83
1,3,2,0.843,9.157,-0.024,0.869,8.354,4.177,4.177,0.435,0.434,-1.484,0.134,0.134,0.134,0.868,0.001,0.435,0.433,0.001,0.001,4.655,3.699,2.328,2.328,1.849,1.849,5.423,0.085,0.043,0.043,2.711,2.711,0.442,-1.986,6.641,-1.986,-1.986,3.32,3.32,-2.845,-2.845,-2.845,-1.747,-3.067,-2.566,-3.067,-3.067,-2.566,-2.566,-2.2,-2.195,-2.195,-2.2,-2.566,-3.067,-2.845,-1.986,-2.333,-2.334,-2.333,-1.125,-2.274,-2.427,-2.275,-2.272,-2.428,-2.427,-1.98,-1.982,-1.979,-2.333,-2.274,-2.409,-1.98,-3.581,-7.426,-1.79,-1.79,-2.047,-1.524,-1.023,-1.025,-0.762,-0.762,-2.739,-1.368,-1.37,-3.344,-1.672,-1.672,-2.94,-4.78,-1.47,-1.47,-1.52,-1.44,-0.76,-0.76,-0.72,-0.72,-2.47,-1.24,-1.24,-7.5,1.76,1.38,0.85
1,3,2,0.84,9.16,-0.027,0.75,8.346,4.173,4.173,0.376,0.375,-1.496,0.134,0.134,0.134,0.75,0,0.376,0.375,0,0,4.638,3.708,2.319,2.319,1.854,1.854,5.436,0.143,0.072,0.072,2.718,2.718,0.474,-2.053,6.591,-2.053,-2.053,3.295,3.296,-2.914,-2.915,-2.914,-1.817,-3.144,-2.628,-3.144,-3.143,-2.628,-2.627,-2.23,-2.233,-2.232,-2.23,-2.628,-3.144,-2.914,-2.053,-2.387,-2.388,-2.386,-1.17,-2.327,-2.481,-2.327,-2.326,-2.483,-2.48,-2.01,-2.007,-2.005,-2.387,-2.327,-2.464,-2.01,-3.496,-7.133,-1.747,-1.749,-1.993,-1.495,-0.997,-0.997,-0.747,-0.748,-2.704,-1.354,-1.356,-3.21,-1.605,-1.605,-2.86,-4.59,-1.43,-1.43,-1.48,-1.41,-0.74,-0.74,-0.71,-0.71,-2.44,-1.22,-1.22,-7.42,1.77,2.03,0.76
1,3,2,0.841,9.159,-0.025,0.324,8.344,4.172,4.172,0.162,0.162,-1.435,0.135,0.135,0.135,0.324,0,0.162,0.162,0,0,4.631,3.716,2.315,2.315,1.857,1.857,5.452,0.066,0.033,0.033,2.726,2.726,0.481,-1.997,6.557,-1.997,-1.997,3.278,3.278,-2.878,-2.878,-2.878,-1.774,-3.118,-2.579,-3.118,-3.118,-2.579,-2.579,-2.17,-2.166,-2.167,-2.17,-2.579,-3.118,-2.878,-1.997,-2.331,-2.331,-2.331,-1.098,-2.277,-2.416,-2.277,-2.276,-2.417,-2.416,-1.93,-1.931,-1.931,-2.331,-2.277,-2.401,-1.93,-3.58,-7.599,-1.79,-1.79,-2.034,-1.538,-1.017,-1.017,-0.768,-0.769,-2.825,-1.412,-1.412,-3.283,-1.642,-1.642,-2.9,-4.7,-1.45,-1.45,-1.49,-1.44,-0.74,-0.74,-0.72,-0.72,-2.51,-1.26,-1.26,-7.18,1.77,0.92,0.75
1,3,2,0.839,9.161,-0.028,0.787,8.347,4.174,4.173,0.395,0.392,-1.496,0.134,0.134,0.134,0.787,0,0.395,0.392,0,0,4.64,3.707,2.32,2.32,1.854,1.854,5.433,0.091,0.045,0.045,2.716,2.716,0.439,-2.054,6.593,-2.054,-2.054,3.297,3.297,-2.914,-2.914,-2.914,-1.816,-3.141,-2.629,-3.141,-3.141,-2.629,-2.629,-2.24,-2.241,-2.24,-2.24,-2.629,-3.141,-2.914,-2.054,-2.376,-2.376,-2.375,-1.151,-2.326,-2.453,-2.327,-2.326,-2.453,-2.453,-1.99,-1.995,-1.994,-2.376,-2.326,-2.439,-1.99,-3.513,-7.252,-1.757,-1.757,-1.995,-1.511,-0.997,-0.997,-0.756,-0.756,-2.73,-1.361,-1.362,-3.21,-1.605,-1.605,-2.86,-4.6,-1.43,-1.43,-1.48,-1.41,-0.74,-0.74,-0.71,-0.71,-2.43,-1.21,-1.21,-7.42,1.77,1.53,0.76
1,3,2,0.843,9.157,-0.024,0.609,8.34,4.17,4.17,0.305,0.305,-1.484,0.134,0.134,0.134,0.609,0,0.305,0.305,0,0,4.631,3.709,2.315,2.315,1.855,1.855,5.439,0.111,0.055,0.055,2.72,2.72,0.427,-2.039,6.546,-2.039,-2.039,3.273,3.273,-2.913,-2.913,-2.913,-1.812,-3.146,-2.621,-3.146,-3.146,-2.621,-2.621,-2.22,-2.223,-2.233,-2.22,-2.621,-3.146,-2.913,-2.039,-2.362,-2.362,-2.362,-1.128,-2.313,-2.437,-2.314,-2.313,-2.437,-2.438,-1.97,-1.97,-1.969,-2.362,-2.313,-2.423,-1.97,-3.531,-7.394,-1.765,-1.765,-2.002,-1.522,-1,-1.001,-0.761,-0.761,-2.761,-1.381,-1.381,-3.21,-1.605,-1.605,-2.86,-4.6,-1.43,-1.43,-1.47,-1.42,-0.74,-0.74,-0.71,-0.71,-2.45,-1.22,-1.22,-7.33,1.77,1.88,0.76
1,3,2,0.84,9.16,-0.027,0.483,8.346,4.173,4.173,0.241,0.241,-1.7,0.134,0.134,0.134,0.483,0,0.241,0.241,0,0,4.635,3.711,2.318,2.318,1.856,1.856,5.446,0.064,0.032,0.032,2.723,2.723,0.43,-2.032,6.602,-2.032,-2.032,3.301,3.301,-2.902,-2.902,-2.902,-1.798,-3.137,-2.608,-3.137,-3.137,-2.608,-2.608,-2.22,-2.203,-2.203,-2.22,-2.608,-3.137,-2.902,-2.032,-2.342,-2.343,-2.342,-1.099,-2.299,-2.409,-2.301,-2.298,-2.408,-2.41,-1.94,-1.943,-1.941,-2.342,-2.299,-2.397,-1.94,-3.564,-7.594,-1.781,-1.782,-2.016,-1.54,-1.007,-1.009,-0.771,-0.77,-2.807,-1.401,-1.403,-3.25,-1.625,-1.625,-2.88,-4.64,-1.44,-1.44,-1.48,-1.42,-0.74,-0.74,-0.71,-0.71,-2.45,-1.24,-1.24,-7.2,1.78,1.08,0.75
1,3,2,0.901,9.099,0.034,0.676,8.343,4.171,4.171,0.338,0.338,-1.494,0.133,0.133,0.133,0.676,0,0.338,0.338,0,0,4.634,3.709,2.317,2.317,1.854,1.854,5.436,0.093,0.047,0.047,2.718,2.718,0.46,-2.044,6.55,-2.044,-2.044,3.275,3.275,-2.915,-2.915,-2.915,-1.816,-3.147,-2.626,-3.147,-3.147,-2.626,-2.626,-2.23,-2.233,-2.233,-2.23,-2.626,-3.147,-2.915,-2.044,-2.357,-2.357,-2.358,-1.119,-2.317,-2.42,-2.318,-2.317,-2.42,-2.42,-1.97,-1.966,-1.966,-2.357,-2.317,-2.409,-1.97,-3.54,-7.456,-1.77,-1.769,-2,-1.533,-1,-1,-0.766,-0.766,-2.759,-1.383,-1.383,-3.204,-1.602,-1.602,-2.86,-4.59,-1.43,-1.43,-1.47,-1.41,-0.74,-0.74,-0.71,-0.71,-2.44,-1.22,-1.22,-7.34,1.78,1.71,0.76
1,3,2,0.851,9.149,-0.016,0.607,8.343,4.172,4.172,0.304,0.304,-1.471,0.134,0.134,0.134,0.607,0,0.304,0.304,0,0,4.634,3.71,2.317,2.317,1.855,1.855,5.44,0.095,0.048,0.048,2.72,2.72,0.463,-2.043,6.586,-2.043,-2.043,3.293,3.293,-2.911,-2.911,-2.911,-1.81,-3.144,-2.62,-3.144,3.144,-2.62,-2.62,-2.22,-2.221,-2.221,-2.22,-2.62,-3.144,-2.911,-2.043,-2.342,-2.342,-2.342,-1.093,-2.308,-2.394,-2.308,-2.308,-2.394,-2.394,-1.94,-1.942,-1.942,-2.342,-2.308,-2.384,-1.94,-3.562,-7.633,-1.781,-1.781,-2.008,-1.55,-1.004,-1.004,-0.775,-0.775,-2.804,-1.401,-1.401,-3.223,-1.612,-1.612,-2.87,-4.61,-1.43,-1.43,-1.47,-1.42,-0.74,0.74,-0.71,-0.71,-2.45,-1.22,-1.22,-7.28,1.78,1.86,0.76
